Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Arcadian_Unit_VampireFruitBat_Description_Key,Text,,,,,"Apply <nobr><b>Lifesteal {[effect0.status0.power]}</b></nobr> to all friendly units.","Apply <nobr><b>Lifesteal {[effect0.status0.power]}</b></nobr> to all friendly units.","Apply <nobr><b>Lifesteal {[effect0.status0.power]}</b></nobr> to all friendly units.","Apply <nobr><b>Lifesteal {[effect0.status0.power]}</b></nobr> to all friendly units.","Apply <nobr><b>Lifesteal {[effect0.status0.power]}</b></nobr> to all friendly units.","Apply <nobr><b>Lifesteal {[effect0.status0.power]}</b></nobr> to all friendly units."
Arcadian_Unit_VampireFruitBat_Lore_Key,Text,,,,,"There's nothing quite so frightening as a flock of vampire fruit bats. While surprisingly docile, their appearance and numbers can easily send a foal screaming, especially in a deep fog in the dead of night. It's unclear why they've flocked to the Arcadians, though perhaps it's because ponies consider them pests.","There's nothing quite so frightening as a flock of vampire fruit bats. While surprisingly docile, their appearance and numbers can easily send a foal screaming, especially in a deep fog in the dead of night. It's unclear why they've flocked to the Arcadians, though perhaps it's because ponies consider them pests.","There's nothing quite so frightening as a flock of vampire fruit bats. While surprisingly docile, their appearance and numbers can easily send a foal screaming, especially in a deep fog in the dead of night. It's unclear why they've flocked to the Arcadians, though perhaps it's because ponies consider them pests.","There's nothing quite so frightening as a flock of vampire fruit bats. While surprisingly docile, their appearance and numbers can easily send a foal screaming, especially in a deep fog in the dead of night. It's unclear why they've flocked to the Arcadians, though perhaps it's because ponies consider them pests.","There's nothing quite so frightening as a flock of vampire fruit bats. While surprisingly docile, their appearance and numbers can easily send a foal screaming, especially in a deep fog in the dead of night. It's unclear why they've flocked to the Arcadians, though perhaps it's because ponies consider them pests.","There's nothing quite so frightening as a flock of vampire fruit bats. While surprisingly docile, their appearance and numbers can easily send a foal screaming, especially in a deep fog in the dead of night. It's unclear why they've flocked to the Arcadians, though perhaps it's because ponies consider them pests."
Arcadian_Unit_VampireFruitBat_Chatter_Added_1_Key,Text,,,,,"...","...","...","...","...","..."
Arcadian_Unit_VampireFruitBat_Chatter_Attacking_1_Key,Text,,,,,"Scree!","Scree!","Scree!","Scree!","Scree!","Scree!"
Arcadian_Unit_VampireFruitBat_Chatter_Slayed_1_Key,Text,,,,,"Screech!","Screech!","Screech!","Screech!","Screech!","Screech!"
Arcadian_Unit_VampireFruitBat_Chatter_Idle_1_Key,Text,,,,,"Scree!","Scree!","Scree!","Scree!","Scree!","Scree!"
Arcadian_Unit_VampireFruitBat_Chatter_Idle_2_Key,Text,,,,,"Hiss.","Hiss.","Hiss.","Hiss.","Hiss.","Hiss."
Arcadian_Unit_VampireFruitBat_Chatter_Idle_3_Key,Text,,,,,"Screech!","Screech!","Screech!","Screech!","Screech!","Screech!"
Arcadian_Unit_VampireFruitBat_Chatter_Trigger_OnDeath_1_Key,Text,,,,,"Screech!","Screech!","Screech!","Screech!","Screech!","Screech!"
Arcadian_Unit_VampireFruitBat_Essence_Key,Text,,,,,"* Stares quietly *","* Stares quietly *","* Stares quietly *","* Stares quietly *","* Stares quietly *","* Stares quietly *"
,,,,,,,,,,,
,,,,,,,,,,,
Pony_Relic_BottledCutieMark_Name_Key,Text,,,,,Bottled Cutie Mark,Bottled Cutie Mark,Bottled Cutie Mark,Bottled Cutie Mark,Bottled Cutie Mark,Bottled Cutie Mark
Pony_Relic_ImaginaryFriends_Description_Key,Text,,,,,<b>Herd</b> spells require two fewer friendly units to cast.,<b>Herd</b> spells require two fewer friendly units to cast.,<b>Herd</b> spells require two fewer friendly units to cast.,<b>Herd</b> spells require two fewer friendly units to cast.,<b>Herd</b> spells require two fewer friendly units to cast.,<b>Herd</b> spells require two fewer friendly units to cast.
Pony_Relic_BottledCutieMark_Lore_Key,Text,,,,,"For a race with such diverse talents and skills, there exists a group that believes their cutie marks are holding them back and seek to remove them to achieve true equality.","For a race with such diverse talents and skills, there exists a group that believes their cutie marks are holding them back and seek to remove them to achieve true equality.","For a race with such diverse talents and skills, there exists a group that believes their cutie marks are holding them back and seek to remove them to achieve true equality.","For a race with such diverse talents and skills, there exists a group that believes their cutie marks are holding them back and seek to remove them to achieve true equality.","For a race with such diverse talents and skills, there exists a group that believes their cutie marks are holding them back and seek to remove them to achieve true equality.","For a race with such diverse talents and skills, there exists a group that believes their cutie marks are holding them back and seek to remove them to achieve true equality."
Pony_Relic_TornLapelPin_Name_Key,Text,,,,,Torn Lapel Pin,Torn Lapel Pin,Torn Lapel Pin,Torn Lapel Pin,Torn Lapel Pin,Torn Lapel Pin
Pony_Relic_TornLapelPin_Description_Key,Text,,,,,Merchant card removal (or duplication) services stop increasing in cost.,Merchant card removal (or duplication) services stop increasing in cost.,Merchant card removal (or duplication) services stop increasing in cost.,Merchant card removal (or duplication) services stop increasing in cost.,Merchant card removal (or duplication) services stop increasing in cost.,Merchant card removal (or duplication) services stop increasing in cost.
Pony_Relic_TornLapelPin_Lore_Key,Text,,,,,"I sense a kindred spirit in the story behind this torn lapel pin. My service in heaven's army was my greatest pride... and my biggest regret. The Seraph betrayed us all when he broke the covenant and invaded Hell, yet <i>I'm</i> the one who's called a traitor for sticking to my principles and refusing to fight in an unjust war.","I sense a kindred spirit in the story behind this torn lapel pin. My service in heaven's army was my greatest pride... and my biggest regret. The Seraph betrayed us all when he broke the covenant and invaded Hell, yet <i>I'm</i> the one who's called a traitor for sticking to my principles and refusing to fight in an unjust war.","I sense a kindred spirit in the story behind this torn lapel pin. My service in heaven's army was my greatest pride... and my biggest regret. The Seraph betrayed us all when he broke the covenant and invaded Hell, yet <i>I'm</i> the one who's called a traitor for sticking to my principles and refusing to fight in an unjust war.","I sense a kindred spirit in the story behind this torn lapel pin. My service in heaven's army was my greatest pride... and my biggest regret. The Seraph betrayed us all when he broke the covenant and invaded Hell, yet <i>I'm</i> the one who's called a traitor for sticking to my principles and refusing to fight in an unjust war.","I sense a kindred spirit in the story behind this torn lapel pin. My service in heaven's army was my greatest pride... and my biggest regret. The Seraph betrayed us all when he broke the covenant and invaded Hell, yet <i>I'm</i> the one who's called a traitor for sticking to my principles and refusing to fight in an unjust war.","I sense a kindred spirit in the story behind this torn lapel pin. My service in heaven's army was my greatest pride... and my biggest regret. The Seraph betrayed us all when he broke the covenant and invaded Hell, yet <i>I'm</i> the one who's called a traitor for sticking to my principles and refusing to fight in an unjust war."
Pony_Relic_MareInTheMoon_Name_Key,Text,,,,,Mare in the Moon,Mare in the Moon,Mare in the Moon,Mare in the Moon,Mare in the Moon,Mare in the Moon
Pony_Relic_MareInTheMoon_Description_Key,Text,,,,,Restore 5 pyre health whenever your champion kills a unit with a non-triggered ability.,Restore 5 pyre health whenever your champion kills a unit with a non-triggered ability.,Restore 5 pyre health whenever your champion kills a unit with a non-triggered ability.,Restore 5 pyre health whenever your champion kills a unit with a non-triggered ability.,Restore 5 pyre health whenever your champion kills a unit with a non-triggered ability.,Restore 5 pyre health whenever your champion kills a unit with a non-triggered ability.
Pony_Relic_MareInTheMoon_Trigger_Key,Text,,,,,Restore {[effect0.power]} pyre health.,Restore {[effect0.power]} pyre health.,Restore {[effect0.power]} pyre health.,Restore {[effect0.power]} pyre health.,Restore {[effect0.power]} pyre health.,Restore {[effect0.power]} pyre health.
Pony_Relic_MareInTheMoon_Lore_Key,Text,,,,,"On clear nights, a figure can be seen on the surface of the moon. According to pony lore, there was once a princess of the night who became jealous of her sister, who ruled over the day. She fell to corruption, and tried to plunge the whole world into eternal darkness. She failed, and in her defeat, was permanently banished to the moon. I'm not sure if I believe such a wild tale, but it'd be nice if they could just blast the Seraph to the moon too.","On clear nights, a figure can be seen on the surface of the moon. According to pony lore, there was once a princess of the night who became jealous of her sister, who ruled over the day. She fell to corruption, and tried to plunge the whole world into eternal darkness. She failed, and in her defeat, was permanently banished to the moon. I'm not sure if I believe such a wild tale, but it'd be nice if they could just blast the Seraph to the moon too.","On clear nights, a figure can be seen on the surface of the moon. According to pony lore, there was once a princess of the night who became jealous of her sister, who ruled over the day. She fell to corruption, and tried to plunge the whole world into eternal darkness. She failed, and in her defeat, was permanently banished to the moon. I'm not sure if I believe such a wild tale, but it'd be nice if they could just blast the Seraph to the moon too.","On clear nights, a figure can be seen on the surface of the moon. According to pony lore, there was once a princess of the night who became jealous of her sister, who ruled over the day. She fell to corruption, and tried to plunge the whole world into eternal darkness. She failed, and in her defeat, was permanently banished to the moon. I'm not sure if I believe such a wild tale, but it'd be nice if they could just blast the Seraph to the moon too.","On clear nights, a figure can be seen on the surface of the moon. According to pony lore, there was once a princess of the night who became jealous of her sister, who ruled over the day. She fell to corruption, and tried to plunge the whole world into eternal darkness. She failed, and in her defeat, was permanently banished to the moon. I'm not sure if I believe such a wild tale, but it'd be nice if they could just blast the Seraph to the moon too.","On clear nights, a figure can be seen on the surface of the moon. According to pony lore, there was once a princess of the night who became jealous of her sister, who ruled over the day. She fell to corruption, and tried to plunge the whole world into eternal darkness. She failed, and in her defeat, was permanently banished to the moon. I'm not sure if I believe such a wild tale, but it'd be nice if they could just blast the Seraph to the moon too."
Pony_Relic_TinyMouseCrutches_Name_Key,Text,,,,,Tiny Mouse Wheelchair,Tiny Mouse Wheelchair,Tiny Mouse Wheelchair,Tiny Mouse Wheelchair,Tiny Mouse Wheelchair,Tiny Mouse Wheelchair
Pony_Relic_TinyMouseCrutches_Description_Key,Text,,,,,Gain <b>Armor {[effect0.status0.power]}</b> whenever a friendly unit loses a stack of <b>Regen</b>.,Gain <b>Armor {[effect0.status0.power]}</b> whenever a friendly unit loses a stack of <b>Regen</b>.,Gain <b>Armor {[effect0.status0.power]}</b> whenever a friendly unit loses a stack of <b>Regen</b>.,Gain <b>Armor {[effect0.status0.power]}</b> whenever a friendly unit loses a stack of <b>Regen</b>.,Gain <b>Armor {[effect0.status0.power]}</b> whenever a friendly unit loses a stack of <b>Regen</b>.,Gain <b>Armor {[effect0.status0.power]}</b> whenever a friendly unit loses a stack of <b>Regen</b>.
Pony_Relic_TinyMouseCrutches_Lore_Key,Text,,,,,"Ponies take it upon themselves to manage every aspect of their environment, including the care and well being of the lesser creatures in their lands. They build nests for birds, dig dens for foxes, and even have an extensive healthcare system for wild animals.","Ponies take it upon themselves to manage every aspect of their environment, including the care and well being of the lesser creatures in their lands. They build nests for birds, dig dens for foxes, and even have an extensive healthcare system for wild animals.","Ponies take it upon themselves to manage every aspect of their environment, including the care and well being of the lesser creatures in their lands. They build nests for birds, dig dens for foxes, and even have an extensive healthcare system for wild animals.","Ponies take it upon themselves to manage every aspect of their environment, including the care and well being of the lesser creatures in their lands. They build nests for birds, dig dens for foxes, and even have an extensive healthcare system for wild animals.","Ponies take it upon themselves to manage every aspect of their environment, including the care and well being of the lesser creatures in their lands. They build nests for birds, dig dens for foxes, and even have an extensive healthcare system for wild animals.","Ponies take it upon themselves to manage every aspect of their environment, including the care and well being of the lesser creatures in their lands. They build nests for birds, dig dens for foxes, and even have an extensive healthcare system for wild animals."
Pony_Relic_MysteriousGoldenRod_Name_Key,Text,,,,,Strange Golden Rod,Strange Golden Rod,Strange Golden Rod,Strange Golden Rod,Strange Golden Rod,Strange Golden Rod
